age,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,attrition
29,travel_frequently,559,research_&_development,2,2,life_sciences,3,male,110,4,3,research_director,1,married,5526,7162,2,yes,12,4,2,2,18,3,2,19,17,2,2,yes
60,travel_rarely,637,research_&_development,13,5,life_sciences,2,female,52,3,1,healthcare_representative,2,single,4774,16062,1,no,13,3,3,1,5,2,3,6,2,1,11,yes
48,travel_rarely,174,research_&_development,7,2,technical_degree,3,female,79,3,3,healthcare_representative,4,married,3844,12323,6,no,17,3,1,0,2,4,3,2,0,0,1,yes
44,travel_rarely,482,research_&_development,7,3,marketing,2,male,73,3,2,healthcare_representative,3,divorced,1160,25572,4,yes,13,4,3,2,4,3,3,5,4,2,3,yes
49,travel_rarely,806,research_&_development,1,3,life_sciences,3,female,32,3,1,research_director,4,single,2914,14002,0,no,12,3,2,1,1,3,3,1,1,4,12,no
27,travel_rarely,208,research_&_development,7,3,life_sciences,4,female,56,4,2,healthcare_representative,2,single,9966,12738,1,no,11,3,3,1,7,3,3,8,7,0,1,no
20,travel_rarely,243,research_&_development,18,2,medical,4,male,53,3,2,research_scientist,4,single,12844,25642,0,yes,20,3,3,1,4,3,3,5,1,3,2,no
44,travel_rarely,1595,research_&_development,29,2,life_sciences,2,female,36,3,2,healthcare_representative,4,divorced,12300,13780,1,yes,11,3,4,1,0,6,3,0,0,0,5,no
52,travel_rarely,1080,research_&_development,1,3,life_sciences,4,male,65,3,3,laboratory_technician,2,married,10024,16065,4,no,13,3,3,0,1,0,3,1,0,3,4,yes
48,travel_frequently,1014,research_&_development,9,3,life_sciences,3,male,96,4,4,research_director,3,married,3867,5108,3,yes,11,3,2,1,4,2,2,5,1,0,7,no
32,travel_rarely,980,research_&_development,8,5,life_sciences,4,male,86,4,3,laboratory_technician,1,single,3324,22460,7,yes,15,3,1,1,15,2,3,17,15,0,2,no
33,travel_rarely,329,sales,21,3,technical_degree,3,male,84,4,4,sales_executive,2,married,1147,6268,3,yes,13,3,3,1,5,4,2,6,1,0,1,yes
30,travel_frequently,1636,research_&_development,14,5,life_sciences,4,female,86,2,4,research_scientist,3,divorced,5621,26978,0,no,15,3,3,0,8,5,3,10,6,4,3,no
52,travel_rarely,1484,research_&_development,34,2,life_sciences,4,male,56,3,4,manufacturing_director,2,divorced,7159,5198,2,no,11,4,3,0,2,4,4,2,1,1,1,yes
28,travel_rarely,1248,sales,35,1,medical,4,female,100,3,1,sales_representative,3,married,4144,21415,4,no,13,3,3,0,5,3,3,6,4,1,0,yes
38,travel_rarely,882,research_&_development,2,3,technical_degree,1,female,77,3,2,healthcare_representative,2,single,9117,16111,3,no,11,3,4,0,4,5,2,5,0,4,3,yes
28,travel_frequently,498,sales,13,4,life_sciences,3,female,41,2,1,manager,4,single,9301,11999,3,yes,11,4,4,0,7,1,2,8,5,0,0,no
47,travel_frequently,1655,research_&_development,7,3,life_sciences,3,female,100,4,2,research_scientist,2,single,6059,14157,2,no,13,3,1,1,0,3,2,0,0,1,0,yes
52,travel_rarely,1522,research_&_development,2,2,life_sciences,1,female,49,3,4,research_director,4,single,2781,17908,6,yes,15,3,4,0,4,5,2,5,0,2,0,yes
39,travel_rarely,1736,sales,1,2,marketing,2,male,96,3,1,sales_representative,1,single,12414,19190,2,yes,14,3,1,0,2,4,3,2,0,1,4,no
55,travel_rarely,1043,research_&_development,1,3,medical,4,male,101,3,3,laboratory_technician,2,single,7259,19428,2,no,20,3,3,1,2,2,3,2,2,0,2,no
48,travel_frequently,482,research_&_development,15,3,technical_degree,3,male,96,3,3,laboratory_technician,3,married,13960,19913,1,yes,11,3,3,0,22,3,2,26,20,2,2,no
31,travel_rarely,1080,research_&_development,3,3,human_resources,2,male,108,3,1,research_director,3,divorced,7685,6659,2,no,13,3,4,1,1,2,2,1,0,1,1,yes
41,travel_rarely,894,sales,20,4,technical_degree,3,female,102,3,1,sales_representative,3,married,7891,3632,2,no,11,4,2,1,2,1,3,2,2,0,1,no
49,travel_rarely,470,sales,9,3,medical,1,male,61,3,2,sales_executive,3,divorced,3708,12898,2,yes,14,3,4,0,4,3,3,5,0,0,1,no
53,travel_rarely,1556,research_&_development,12,4,medical,3,female,64,2,1,research_director,4,married,6153,15319,3,no,12,3,2,0,13,2,3,15,12,0,0,yes
49,travel_frequently,727,human_resources,4,3,life_sciences,3,female,73,3,2,manager,2,single,2050,26415,1,no,12,3,2,1,3,1,2,3,3,1,4,yes
32,travel_rarely,1201,research_&_development,6,3,other,2,male,57,2,2,healthcare_representative,4,married,2782,20646,3,no,12,3,2,0,9,3,3,10,6,0,0,no
60,travel_frequently,148,sales,5,5,life_sciences,4,male,91,1,2,manager,3,single,9681,20678,1,yes,16,3,3,2,13,3,3,15,11,0,2,no
52,travel_frequently,1682,research_&_development,2,3,life_sciences,1,male,45,3,1,research_director,3,married,6041,20148,5,no,16,3,1,1,2,0,2,2,0,3,2,no
20,travel_rarely,1264,research_&_development,19,3,medical,4,male,82,3,2,research_director,3,married,5989,14955,2,no,11,3,2,0,3,0,2,3,2,3,1,yes
33,travel_frequently,730,research_&_development,9,4,life_sciences,4,female,40,4,1,research_scientist,4,divorced,4803,21842,3,no,14,3,2,1,3,4,3,3,0,3,0,no
22,travel_frequently,378,sales,1,1,medical,1,female,33,3,4,sales_executive,3,single,6682,20593,2,no,11,3,2,1,12,1,3,14,10,2,4,no
38,travel_rarely,787,research_&_development,18,3,medical,4,male,63,3,2,research_director,4,single,11115,10510,3,no,11,3,1,0,0,3,2,0,0,1,3,no
27,travel_frequently,351,research_&_development,1,1,medical,3,female,66,2,4,laboratory_technician,1,divorced,7745,2940,3,yes,16,3,2,0,2,5,3,2,0,1,6,yes
36,travel_rarely,1464,human_resources,5,2,technical_degree,3,female,49,2,3,human_resources,3,single,3329,25179,4,yes,11,3,3,1,7,3,2,9,6,6,1,no
42,travel_rarely,1604,research_&_development,8,1,life_sciences,2,female,55,3,3,research_scientist,2,married,10993,17305,2,yes,12,3,3,2,5,1,3,6,3,4,6,no
21,travel_frequently,384,research_&_development,1,1,medical,3,male,43,4,2,laboratory_technician,3,married,14132,16676,1,no,15,4,2,0,4,3,3,5,0,2,1,yes
46,non-travel,1217,human_resources,10,3,medical,4,female,86,1,1,human_resources,3,divorced,9602,23913,3,no,14,3,3,1,5,3,3,5,5,1,0,no
36,travel_rarely,1672,sales,10,4,medical,2,male,117,3,2,sales_executive,3,divorced,9596,6163,2,no,20,3,2,0,1,4,3,1,0,2,0,no
60,travel_rarely,411,human_resources,11,3,marketing,2,male,52,2,1,human_resources,3,divorced,11777,21434,2,yes,11,3,2,1,3,3,4,3,1,0,0,no
19,travel_rarely,1283,research_&_development,1,3,life_sciences,2,female,69,3,4,laboratory_technician,2,single,1631,22865,4,no,19,3,4,1,4,0,1,4,4,6,4,yes
27,travel_frequently,802,sales,2,3,medical,3,female,44,3,2,sales_representative,3,divorced,14208,26125,2,no,17,3,3,1,16,1,3,19,13,1,1,no
60,non-travel,1001,research_&_development,2,4,life_sciences,4,male,70,2,5,manufacturing_director,3,married,10588,9005,3,no,18,4,4,1,2,2,3,2,2,1,3,no
42,travel_frequently,1586,research_&_development,34,4,human_resources,3,female,35,3,3,manufacturing_director,2,married,9226,11869,4,no,13,3,2,0,14,3,3,16,14,0,1,no
37,travel_rarely,1558,sales,1,4,life_sciences,2,female,48,4,1,sales_executive,2,single,6654,25226,4,yes,11,3,4,1,7,3,3,8,7,0,1,yes
36,travel_rarely,891,research_&_development,6,4,marketing,3,male,46,3,3,laboratory_technician,4,married,2826,19448,4,no,15,3,4,0,0,0,4,0,0,0,8,no
40,travel_frequently,1412,research_&_development,21,2,life_sciences,3,male,65,3,2,laboratory_technician,4,divorced,6228,26163,3,no,11,3,4,1,9,4,3,11,8,0,2,no
41,travel_rarely,1259,research_&_development,15,3,life_sciences,1,male,80,2,1,manufacturing_director,2,divorced,9510,19694,2,no,11,3,4,2,0,3,2,0,0,1,3,yes
28,travel_frequently,1251,sales,17,3,medical,3,male,88,4,1,sales_representative,2,married,3308,23584,1,no,15,3,1,1,40,4,3,46,39,0,0,no
51,travel_rarely,872,research_&_development,36,3,technical_degree,1,female,127,3,4,research_scientist,2,single,7054,24031,2,no,19,3,1,0,14,3,4,18,11,7,0,no
45,travel_rarely,689,human_resources,4,3,medical,4,female,101,3,2,human_resources,4,married,3594,25719,3,no,11,3,3,1,2,3,3,2,0,1,2,no
22,travel_rarely,521,human_resources,3,1,human_resources,3,male,87,2,3,human_resources,4,divorced,6459,15006,2,yes,20,4,3,1,2,3,3,2,0,0,7,yes
22,travel_frequently,1053,research_&_development,1,1,medical,4,male,76,4,2,research_director,1,married,2882,21189,6,no,11,3,4,3,3,3,4,4,0,1,1,yes
38,travel_rarely,534,sales,1,4,medical,4,male,83,3,2,manager,4,married,2473,11572,3,no,13,3,1,0,3,4,4,4,0,0,3,no
29,travel_frequently,695,research_&_development,8,3,life_sciences,4,female,36,1,2,research_director,1,single,8780,2151,4,yes,13,3,4,1,3,3,4,3,0,4,8,no
21,travel_frequently,999,sales,1,2,technical_degree,1,male,92,1,2,sales_representative,2,married,5589,11970,4,no,13,3,1,0,2,2,3,2,0,1,10,no
59,non-travel,1542,sales,13,2,life_sciences,4,female,32,4,1,manager,4,married,5777,8963,1,no,14,3,2,1,6,3,3,7,5,0,17,no
37,travel_frequently,1443,research_&_development,1,3,technical_degree,4,male,62,3,2,healthcare_representative,4,divorced,5174,18265,5,yes,15,3,4,0,1,2,3,1,0,0,5,yes
55,travel_rarely,227,research_&_development,2,3,technical_degree,4,male,107,2,3,laboratory_technician,4,married,16341,3398,2,no,20,4,1,0,13,4,2,16,9,0,0,no
42,travel_rarely,586,research_&_development,11,3,human_resources,1,male,105,3,1,healthcare_representative,3,single,9502,20108,4,no,14,3,2,0,11,0,3,14,7,1,8,yes
31,travel_rarely,1407,research_&_development,2,1,medical,2,female,72,3,5,manufacturing_director,2,married,9766,22558,2,yes,11,3,1,0,4,0,3,5,0,1,8,yes
28,travel_rarely,832,research_&_development,13,2,medical,4,female,55,3,1,laboratory_technician,4,single,4650,22781,5,no,11,3,4,0,13,1,4,15,11,1,3,no
49,travel_rarely,221,sales,33,3,marketing,2,female,84,3,2,sales_executive,3,divorced,9266,8097,0,no,16,3,4,1,1,2,3,1,0,2,0,no
28,travel_rarely,1416,human_resources,17,3,life_sciences,1,male,97,3,1,human_resources,2,married,6655,18890,6,no,18,3,4,1,0,0,2,0,0,3,2,no
35,travel_frequently,1013,research_&_development,3,1,medical,2,female,97,2,1,research_director,3,married,4491,20096,2,no,12,3,3,1,6,1,3,7,2,1,0,no
44,travel_rarely,143,research_&_development,23,3,life_sciences,4,female,45,2,4,manufacturing_director,4,married,13620,23649,0,yes,18,3,2,1,4,2,3,5,1,2,2,no
35,travel_rarely,877,sales,1,3,medical,3,male,51,2,3,manager,4,married,9601,7230,5,no,23,3,1,2,5,1,4,6,3,0,5,no
40,travel_frequently,966,research_&_development,13,4,life_sciences,4,male,41,1,3,research_scientist,3,married,9057,4871,4,yes,20,3,2,1,16,4,1,18,12,1,4,no
28,travel_frequently,749,research_&_development,1,2,life_sciences,2,female,39,1,4,healthcare_representative,4,married,4297,2833,4,no,12,4,3,0,24,0,3,27,23,0,6,no
38,travel_frequently,1692,sales,1,4,life_sciences,2,female,93,4,3,manager,1,single,3058,23377,4,no,19,4,3,1,7,4,3,8,7,0,2,no
22,travel_frequently,1454,sales,34,5,medical,3,female,42,4,3,sales_representative,3,single,7438,17877,3,no,18,3,2,1,10,4,4,12,10,1,2,no
40,non-travel,1172,research_&_development,4,4,medical,3,female,38,2,4,healthcare_representative,4,single,5668,19396,1,no,15,3,1,1,0,2,3,0,0,2,10,no
58,travel_frequently,510,research_&_development,17,4,life_sciences,3,male,112,3,2,healthcare_representative,1,married,9746,9679,3,yes,18,3,2,1,1,1,3,1,0,0,3,yes
42,travel_rarely,1230,sales,4,3,medical,2,male,102,3,2,sales_representative,4,single,10246,15847,1,no,18,3,2,1,9,1,4,10,5,0,5,no
58,travel_rarely,474,human_resources,20,2,life_sciences,2,male,56,1,3,human_resources,4,married,6925,7715,3,no,19,3,1,1,3,3,3,3,3,10,4,no
27,travel_rarely,1576,sales,32,3,medical,2,female,116,2,1,manager,2,divorced,10536,26285,3,no,17,3,1,1,4,3,2,5,4,0,4,no
39,travel_rarely,1510,research_&_development,6,3,medical,3,female,46,3,4,research_scientist,4,divorced,8132,14461,1,no,18,3,1,1,2,2,2,2,0,0,9,yes
36,travel_rarely,1696,human_resources,8,3,medical,2,male,45,3,1,human_resources,3,married,3806,24810,0,no,11,3,4,0,6,2,3,7,2,0,1,no
18,travel_rarely,1413,research_&_development,9,3,marketing,1,male,98,3,4,research_scientist,3,married,6503,3597,4,yes,14,4,2,1,1,3,3,1,0,2,2,no
24,travel_rarely,1623,research_&_development,28,3,life_sciences,1,female,46,3,2,research_director,4,single,7706,21705,4,no,12,3,4,1,6,2,3,7,3,1,1,no
21,travel_rarely,1121,research_&_development,2,5,marketing,3,female,54,1,2,healthcare_representative,2,married,10379,2921,2,yes,19,3,3,1,1,5,3,1,0,0,5,yes
18,travel_frequently,514,sales,9,2,medical,4,male,49,3,1,sales_representative,4,divorced,8239,21709,3,no,11,3,3,3,0,3,4,0,0,2,8,no
32,travel_rarely,1172,human_resources,3,2,medical,3,male,92,2,4,human_resources,2,single,5261,17183,1,no,11,3,1,0,2,2,3,2,0,1,1,no
57,travel_frequently,1655,research_&_development,2,3,medical,1,male,38,3,1,laboratory_technician,4,married,10750,21351,2,no,11,3,3,1,1,1,3,1,0,1,0,no
29,travel_frequently,1672,research_&_development,1,2,life_sciences,3,female,58,3,3,research_director,3,divorced,8621,11903,4,yes,14,4,2,2,15,3,1,16,15,11,2,no
39,non-travel,502,sales,9,3,medical,3,female,78,3,3,manager,1,divorced,13483,15449,3,yes,11,3,1,1,0,2,3,0,0,0,16,yes
39,travel_frequently,1548,sales,23,1,medical,3,female,50,3,2,sales_executive,3,single,7559,24330,2,no,11,4,4,1,1,2,2,1,0,5,0,yes
34,travel_rarely,1479,sales,4,3,life_sciences,2,female,67,2,5,manager,2,married,3833,11970,0,no,17,3,3,1,5,2,3,6,4,4,2,yes
46,travel_rarely,748,research_&_development,8,3,life_sciences,3,female,115,3,1,research_scientist,1,single,11508,16041,3,no,11,3,2,1,4,2,3,5,2,1,1,yes
31,travel_rarely,1395,research_&_development,10,1,life_sciences,3,female,46,4,2,healthcare_representative,1,single,5459,7726,5,yes,19,3,3,1,0,3,2,0,0,4,10,no
37,non-travel,198,research_&_development,5,2,human_resources,2,male,74,4,2,laboratory_technician,4,divorced,8639,10980,1,no,11,4,2,2,0,2,3,0,0,2,3,no
50,travel_frequently,1105,research_&_development,24,3,marketing,1,male,61,3,1,research_director,4,divorced,8069,21757,3,no,11,4,4,0,30,3,3,37,26,4,3,no
60,travel_frequently,363,human_resources,5,3,life_sciences,3,female,79,2,1,manager,4,married,7456,22494,2,no,11,3,3,1,7,2,3,8,6,1,0,no
32,travel_rarely,878,sales,1,3,life_sciences,3,male,87,4,3,sales_representative,4,single,6979,20546,2,no,11,3,1,0,3,3,3,4,0,0,4,no
29,travel_rarely,746,research_&_development,1,3,medical,4,female,61,3,4,manufacturing_director,4,divorced,1706,18468,2,no,11,3,2,1,4,3,4,5,0,1,1,no
57,travel_frequently,642,research_&_development,21,3,technical_degree,3,male,94,2,1,manufacturing_director,1,married,3987,24102,2,no,14,3,3,1,2,3,3,2,2,0,2,no
37,travel_rarely,1349,research_&_development,34,3,life_sciences,4,female,96,3,1,research_director,4,married,11663,18376,3,no,15,3,3,0,2,3,3,2,0,0,3,no
47,travel_rarely,1139,research_&_development,3,1,life_sciences,1,male,39,2,5,research_director,4,married,8466,7617,3,no,20,3,3,1,7,2,3,8,3,2,3,no
55,travel_rarely,579,research_&_development,1,4,technical_degree,4,male,102,3,1,research_scientist,1,single,14133,11532,3,yes,13,4,4,0,15,5,3,17,11,6,6,no
20,non-travel,1505,research_&_development,6,1,life_sciences,3,female,62,3,2,manufacturing_director,3,married,4041,10685,3,no,16,3,3,1,1,3,3,1,0,1,1,no
45,travel_rarely,490,sales,13,4,life_sciences,3,female,131,4,2,sales_representative,3,married,7715,17915,0,no,11,3,2,1,12,2,3,15,9,3,1,no
43,travel_rarely,674,sales,9,3,human_resources,1,male,50,3,2,manager,4,single,11289,21085,1,no,11,3,4,0,0,2,3,0,0,0,6,no
47,travel_rarely,1526,human_resources,32,3,medical,1,male,82,3,3,human_resources,4,single,5879,17485,1,yes,20,3,1,0,1,0,1,1,0,2,5,yes
30,travel_frequently,1718,research_&_development,18,3,life_sciences,3,female,101,3,4,research_director,4,single,5940,2381,0,no,20,4,3,1,0,3,4,0,0,2,1,no
30,travel_frequently,1049,research_&_development,20,4,life_sciences,1,male,75,3,2,research_director,1,single,6634,17890,2,yes,21,3,4,1,1,2,3,1,1,0,0,no
19,travel_rarely,514,research_&_development,8,5,life_sciences,1,female,100,4,3,research_scientist,1,married,6048,19881,3,no,14,4,3,0,17,5,3,20,17,0,4,yes
54,travel_rarely,574,sales,4,3,life_sciences,2,female,87,2,3,manager,4,divorced,9199,6626,2,yes,11,4,3,1,4,2,3,5,2,3,0,no
55,travel_frequently,535,sales,11,2,technical_degree,1,male,94,3,2,sales_representative,1,single,1376,12463,3,no,11,4,1,0,0,3,2,0,0,1,12,yes
19,non-travel,923,research_&_development,6,4,medical,3,female,53,3,1,research_director,3,single,12852,2534,2,yes,13,3,4,1,22,3,3,24,19,1,3,no
53,travel_frequently,1121,research_&_development,4,1,marketing,3,male,55,3,3,healthcare_representative,3,married,4402,24090,1,yes,12,3,2,1,14,4,3,17,10,5,7,no
43,travel_rarely,1247,sales,1,4,technical_degree,2,male,77,3,2,manager,4,divorced,1183,6979,2,no,15,3,4,0,9,1,3,11,8,10,6,no
28,non-travel,1040,research_&_development,7,3,life_sciences,3,female,102,1,1,research_director,2,married,7625,23570,1,no,18,3,2,0,18,6,2,21,17,3,3,yes
25,travel_rarely,299,sales,9,4,life_sciences,4,male,63,3,4,sales_executive,1,married,6224,3362,2,yes,11,3,1,1,1,4,2,1,0,3,2,no
57,travel_rarely,739,research_&_development,8,4,medical,4,female,106,3,3,research_scientist,3,married,6993,25697,3,no,22,3,2,0,12,5,3,14,12,0,2,no
60,travel_rarely,1286,sales,1,1,technical_degree,3,female,48,2,5,sales_executive,3,single,9028,8958,5,no,15,3,2,0,8,4,2,9,5,0,6,yes
39,travel_rarely,933,research_&_development,8,3,technical_degree,3,female,68,2,1,research_director,2,single,9942,25485,1,no,20,3,4,1,14,4,3,16,12,8,4,no
37,travel_frequently,623,research_&_development,1,2,life_sciences,2,male,59,2,3,manufacturing_director,4,married,13544,16659,3,no,16,3,4,1,11,3,2,14,10,2,0,no
25,travel_frequently,1473,research_&_development,10,1,marketing,3,female,55,3,2,healthcare_representative,4,married,4924,2279,6,no,23,3,3,0,2,4,3,2,1,2,3,no
46,travel_rarely,1257,sales,5,3,medical,4,male,94,3,5,sales_representative,4,married,9600,22735,4,no,11,3,1,1,10,3,3,12,9,0,2,no
57,travel_rarely,983,sales,19,1,technical_degree,3,female,105,4,4,sales_representative,1,married,9688,18442,0,no,12,3,2,1,2,3,4,2,0,4,0,no
43,travel_rarely,767,research_&_development,14,4,life_sciences,2,female,102,3,5,research_director,4,married,1254,12734,4,yes,12,3,3,1,2,3,3,2,0,0,1,no
47,travel_rarely,431,research_&_development,13,5,medical,3,female,59,3,5,manufacturing_director,4,single,4416,5637,1,no,15,3,1,1,0,6,3,0,0,0,1,no
34,travel_rarely,803,research_&_development,11,3,technical_degree,4,male,77,3,1,manufacturing_director,3,married,3021,11765,4,no,15,3,4,3,19,1,2,21,15,0,7,no
37,travel_rarely,189,sales,8,2,medical,4,male,68,3,3,manager,1,single,9079,6980,1,no,16,3,1,1,2,4,3,2,2,2,0,no
33,travel_frequently,694,research_&_development,1,4,medical,4,female,82,3,2,manufacturing_director,4,single,8994,6734,4,yes,15,3,3,0,5,2,4,6,4,2,1,no
60,travel_frequently,1329,research_&_development,10,4,life_sciences,2,female,107,3,3,manufacturing_director,3,married,8294,3238,2,no,17,3,4,0,3,2,1,3,2,1,4,no
24,travel_frequently,980,research_&_development,6,4,life_sciences,2,male,113,2,5,research_scientist,4,divorced,6380,22642,2,yes,13,4,3,0,22,1,2,24,18,0,9,no
33,travel_rarely,415,sales,6,3,life_sciences,4,male,56,4,1,sales_executive,1,divorced,7343,2728,4,no,16,3,4,0,2,2,2,2,1,4,1,yes
44,travel_frequently,124,research_&_development,5,4,human_resources,2,male,68,1,2,healthcare_representative,3,married,7283,9671,4,yes,25,3,4,0,10,6,3,12,9,6,3,no
40,non-travel,1485,sales,27,2,life_sciences,3,female,53,3,3,sales_representative,4,single,6118,19781,5,no,15,4,3,1,13,3,3,15,10,0,1,no
41,travel_frequently,665,sales,2,4,medical,3,male,62,2,1,sales_representative,3,single,10217,14947,0,no,11,3,3,0,4,3,2,5,1,4,0,yes
26,travel_rarely,838,human_resources,4,5,medical,3,female,63,3,1,human_resources,2,divorced,3738,19010,6,no,12,3,2,1,3,1,2,3,3,7,1,no
52,travel_rarely,1558,sales,33,4,life_sciences,3,male,39,3,1,manager,1,married,4630,21175,4,yes,13,3,4,1,9,5,3,10,8,0,4,no
37,non-travel,1645,research_&_development,16,2,medical,4,female,41,1,1,research_director,2,married,8738,14935,4,yes,11,3,3,3,17,4,3,20,15,0,5,no
54,travel_rarely,412,research_&_development,1,4,marketing,1,female,53,1,3,research_scientist,2,divorced,6264,3046,3,no,15,3,4,1,9,3,3,11,8,8,1,no
59,travel_frequently,479,research_&_development,25,3,technical_degree,4,female,100,2,2,healthcare_representative,4,married,3647,4899,1,no,18,3,3,1,1,2,4,1,0,0,0,no
34,travel_rarely,747,research_&_development,2,3,medical,4,male,41,3,1,laboratory_technician,1,divorced,9307,26064,2,yes,11,3,1,2,15,3,3,17,15,0,0,yes
48,travel_rarely,595,sales,13,4,medical,4,male,89,4,5,sales_executive,1,single,5618,16457,1,no,11,3,4,2,3,3,4,4,1,2,6,no
25,non-travel,1565,research_&_development,8,1,life_sciences,3,male,73,4,3,manufacturing_director,3,married,4505,8876,3,no,24,3,1,1,6,2,4,7,5,2,4,no
32,travel_rarely,1259,research_&_development,7,3,human_resources,3,female,103,2,2,manufacturing_director,3,divorced,6661,13501,1,no,11,3,4,1,12,6,2,14,10,2,5,no
48,travel_rarely,796,sales,13,4,life_sciences,4,female,46,1,2,manager,3,single,4286,7306,3,no,20,3,2,1,1,4,3,1,0,2,2,no
47,travel_rarely,421,research_&_development,2,4,marketing,3,male,60,3,3,healthcare_representative,4,married,8232,6224,2,no,18,3,2,1,10,2,3,13,7,2,2,no
37,travel_rarely,1384,sales,1,4,life_sciences,3,female,86,2,2,sales_representative,4,single,6484,26420,2,yes,12,3,3,0,6,6,3,7,4,0,0,yes
56,travel_rarely,1399,sales,10,2,human_resources,2,female,77,3,3,manager,2,divorced,6082,22019,4,yes,11,3,4,0,15,0,3,17,14,0,0,no
29,travel_frequently,317,research_&_development,3,3,marketing,1,female,70,4,3,manufacturing_director,3,single,5861,12859,4,no,12,3,4,0,1,3,3,1,0,1,0,no
34,travel_frequently,687,sales,33,2,marketing,3,male,62,3,1,manager,2,married,11513,5480,5,no,13,3,4,0,3,3,4,3,1,3,17,yes
59,travel_rarely,1227,research_&_development,6,4,life_sciences,3,female,46,3,4,laboratory_technician,1,single,9002,13163,2,yes,17,3,2,0,12,0,3,14,9,6,6,yes
47,travel_frequently,1523,research_&_development,1,2,medical,3,male,51,3,2,manufacturing_director,3,married,1511,12023,4,yes,11,3,1,1,0,2,4,0,0,1,3,no
46,travel_rarely,1359,research_&_development,12,4,medical,1,male,76,4,2,laboratory_technician,4,single,11287,13167,1,yes,20,4,3,0,0,2,3,0,0,0,0,yes
36,travel_frequently,343,sales,3,3,marketing,4,male,86,3,5,sales_representative,1,single,8927,18243,1,yes,12,3,3,1,32,3,4,39,28,6,1,no
28,travel_rarely,541,sales,1,5,life_sciences,3,male,62,4,2,manager,1,married,9073,15388,1,yes,11,3,4,1,2,5,2,2,0,0,1,no
51,travel_frequently,629,sales,5,3,other,3,male,36,3,3,sales_executive,4,divorced,11431,12821,4,no,15,3,4,1,25,3,3,30,24,0,2,no
24,travel_frequently,140,research_&_development,34,3,technical_degree,4,female,93,3,3,healthcare_representative,4,single,8594,8184,2,no,24,3,3,3,1,3,3,1,0,4,2,no
51,travel_frequently,224,research_&_development,4,3,life_sciences,2,male,101,2,1,laboratory_technician,3,single,10017,7589,3,yes,11,3,4,0,3,3,3,3,0,1,10,yes
37,travel_rarely,886,sales,3,4,technical_degree,4,male,72,4,5,sales_executive,3,married,6179,26136,0,yes,15,4,4,2,9,2,2,10,8,0,5,no
55,travel_rarely,360,human_resources,6,3,medical,3,male,58,3,2,manager,4,married,9561,20878,3,yes,15,3,4,0,7,4,3,8,7,5,0,yes
41,travel_frequently,1036,sales,1,1,medical,3,female,33,3,2,sales_executive,2,divorced,9088,14241,2,no,22,4,3,2,6,3,2,7,2,7,1,yes
27,travel_rarely,415,research_&_development,1,3,life_sciences,3,female,67,3,4,healthcare_representative,2,single,2824,5646,1,no,11,3,4,0,5,2,3,6,5,0,0,yes
49,travel_rarely,293,research_&_development,20,4,medical,2,female,37,1,2,laboratory_technician,1,married,10690,19456,6,no,18,3,3,1,12,1,3,15,12,4,1,yes
32,non-travel,462,research_&_development,35,2,marketing,3,female,109,2,3,research_director,4,single,6116,8641,5,yes,11,4,1,0,1,6,4,1,1,2,12,no
54,travel_rarely,924,research_&_development,1,2,medical,3,male,83,1,4,healthcare_representative,2,single,6180,23991,4,yes,15,3,1,1,4,0,3,5,1,0,4,no
37,non-travel,1096,research_&_development,7,3,medical,2,male,78,4,1,manufacturing_director,4,married,5510,13090,4,yes,17,3,1,0,1,5,3,1,1,6,0,yes
20,travel_rarely,430,research_&_development,33,4,marketing,4,female,42,3,1,research_director,4,married,6908,19992,2,no,19,3,1,1,6,2,2,8,4,0,1,no
54,travel_rarely,324,research_&_development,1,2,marketing,3,female,35,4,1,laboratory_technician,2,married,8114,11833,1,no,11,4,1,1,2,3,3,2,1,0,2,no
57,travel_rarely,1344,sales,1,4,life_sciences,4,female,66,3,4,sales_executive,1,single,3835,18871,2,no,11,3,4,2,2,2,3,2,0,1,3,no
25,travel_rarely,1106,research_&_development,24,4,technical_degree,3,female,36,3,1,research_scientist,3,married,2062,21108,5,no,14,3,3,1,4,4,3,5,2,2,2,no
57,travel_rarely,1283,research_&_development,12,2,medical,3,male,51,2,2,healthcare_representative,2,married,3720,24293,4,no,12,3,3,1,0,3,3,0,0,0,0,no
40,travel_rarely,987,research_&_development,1,2,life_sciences,4,female,37,1,2,healthcare_representative,4,divorced,9160,18581,6,yes,11,3,3,0,0,1,3,0,0,4,2,no
57,travel_rarely,849,research_&_development,5,3,life_sciences,4,female,59,4,2,manufacturing_director,3,single,6704,15391,0,yes,11,3,3,1,8,2,3,9,4,2,0,no
28,travel_rarely,846,research_&_development,1,5,medical,2,female,38,1,3,research_director,2,single,12144,3837,0,no,13,3,1,0,3,2,3,3,1,0,2,no
25,travel_rarely,1657,research_&_development,5,3,technical_degree,4,female,93,3,5,research_scientist,3,married,6958,15630,0,no,21,3,2,2,14,4,3,14,10,2,1,no
