Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
29,Non-Travel,1128,Sales,1,3,Medical,3,Female,75,4,3,Sales Executive,2,Single,5178,10311,2,Yes,13,3,4,1,13,2,3,13,12,3,1,No
50,Travel_Rarely,544,Research & Development,29,1,Life Sciences,4,Female,87,1,3,Laboratory Technician,1,Single,1009,5142,3,No,22,3,1,0,10,2,3,10,10,2,0,No
45,Travel_Rarely,180,Sales,22,4,Medical,2,Male,53,2,3,Manager,2,Married,3562,10907,3,No,11,3,4,0,0,0,3,0,0,2,8,No
25,Travel_Rarely,240,Sales,11,3,Medical,2,Female,57,4,2,Sales Executive,3,Single,6466,15471,3,Yes,15,3,4,0,6,1,3,6,2,1,2,Yes
18,Non-Travel,916,Research & Development,4,2,Medical,4,Male,75,3,3,Healthcare Representative,2,Single,3677,11002,2,No,17,3,3,0,1,3,3,1,1,6,0,No
54,Travel_Rarely,1132,Human Resources,1,4,Marketing,3,Male,97,2,2,Human Resources,1,Married,5260,21138,1,No,11,3,3,0,5,3,2,5,1,1,1,No
39,Travel_Rarely,984,Research & Development,2,5,Technical Degree,4,Female,83,4,1,Laboratory Technician,2,Married,7937,9761,2,No,17,3,1,2,22,3,3,22,18,0,0,No
23,Travel_Rarely,826,Research & Development,5,2,Marketing,4,Male,62,4,1,Manufacturing Director,3,Single,6935,20219,2,Yes,12,3,1,2,14,3,3,14,13,2,3,No
38,Travel_Rarely,614,Research & Development,13,4,Life Sciences,1,Male,96,3,4,Research Scientist,3,Married,9675,21550,3,No,16,3,2,1,3,4,2,3,1,0,5,No
49,Travel_Rarely,797,Research & Development,2,4,Life Sciences,2,Male,64,3,1,Research Scientist,4,Single,7382,9997,3,No,11,3,4,1,2,4,3,2,0,0,2,Yes
52,Travel_Frequently,828,Sales,3,4,Medical,2,Female,68,3,3,Sales Executive,1,Divorced,7558,8819,3,Yes,15,3,3,1,1,4,2,1,0,0,0,No
32,Travel_Rarely,178,Research & Development,8,5,Human Resources,4,Male,76,3,1,Research Scientist,3,Divorced,4363,22211,2,No,23,3,2,1,5,3,1,5,3,1,0,No
22,Travel_Rarely,1168,Research & Development,2,3,Technical Degree,3,Female,100,4,2,Research Scientist,2,Married,2506,6558,1,No,11,3,4,0,0,2,3,0,0,0,1,No
23,Travel_Rarely,1282,Sales,7,3,Technical Degree,1,Female,34,3,3,Sales Executive,4,Single,5261,3939,1,No,13,3,2,1,5,3,3,5,2,0,6,No
42,Travel_Rarely,631,Research & Development,4,4,Life Sciences,2,Male,66,2,1,Healthcare Representative,2,Married,4318,14523,2,Yes,21,3,4,0,0,3,3,0,0,3,2,No
57,Travel_Rarely,1345,Research & Development,1,3,Medical,4,Male,30,3,3,Manufacturing Director,1,Divorced,5999,10299,2,No,19,3,3,1,2,2,2,2,1,1,1,No
46,Non-Travel,1114,Sales,4,3,Medical,4,Female,85,3,3,Manager,1,Married,3301,26113,3,No,21,3,3,1,1,3,3,1,0,1,0,No
24,Travel_Frequently,291,Sales,22,3,Life Sciences,4,Female,36,1,2,Manager,2,Single,9027,4852,1,No,13,3,2,1,24,1,2,24,24,4,2,No
57,Travel_Frequently,976,Research & Development,3,4,Life Sciences,3,Male,93,2,2,Research Scientist,1,Married,4307,19008,1,No,16,3,4,2,9,2,3,9,6,1,4,No
30,Travel_Frequently,363,Sales,3,3,Human Resources,3,Male,37,2,1,Manager,3,Divorced,5408,26055,3,No,16,3,1,1,3,4,3,3,2,2,0,Yes
55,Travel_Rarely,245,Research & Development,1,3,Life Sciences,2,Female,93,2,2,Healthcare Representative,4,Married,6439,17256,1,No,11,3,1,3,0,2,3,0,0,0,3,No
35,Travel_Rarely,742,Research & Development,8,3,Life Sciences,2,Female,86,3,1,Manufacturing Director,2,Married,9869,25795,2,Yes,11,3,3,1,5,1,2,5,4,1,2,No
19,Travel_Rarely,379,Research & Development,17,1,Life Sciences,1,Female,57,3,2,Manufacturing Director,3,Married,11776,26419,3,No,11,3,4,0,1,2,3,1,0,2,4,No
25,Travel_Rarely,915,Research & Development,3,1,Human Resources,2,Female,55,3,4,Manufacturing Director,4,Married,11982,21356,2,No,12,3,1,1,5,2,3,5,5,0,7,No
28,Travel_Rarely,408,Research & Development,2,3,Medical,3,Female,63,3,2,Healthcare Representative,3,Single,2654,5498,5,Yes,11,3,4,1,12,2,2,12,8,2,1,No
50,Travel_Rarely,708,Research & Development,28,3,Medical,4,Male,51,3,3,Healthcare Representative,1,Married,5380,18860,2,No,12,3,4,1,6,2,2,6,5,1,9,No
55,Travel_Rarely,651,Research & Development,12,4,Technical Degree,1,Female,49,2,2,Research Scientist,2,Single,4809,23488,2,No,11,3,3,1,7,1,3,7,6,1,4,No
44,Travel_Frequently,1281,Research & Development,7,3,Life Sciences,4,Female,43,3,1,Research Director,4,Married,7610,17804,6,No,17,3,3,0,5,2,3,5,5,2,0,No
37,Travel_Frequently,401,Sales,3,4,Medical,2,Male,52,3,2,Manager,4,Single,7427,11575,3,Yes,16,3,2,3,18,2,3,18,17,0,6,No
29,Non-Travel,448,Research & Development,2,2,Life Sciences,3,Male,96,4,3,Research Director,1,Married,4750,7162,2,Yes,12,4,2,2,18,3,2,18,17,2,2,Yes
60,Travel_Rarely,527,Research & Development,11,5,Life Sciences,2,Female,48,3,1,Healthcare Representative,2,Single,4514,16062,1,No,13,3,3,1,5,2,3,5,2,1,11,Yes
48,Travel_Rarely,143,Research & Development,6,2,Technical Degree,3,Female,68,3,3,Healthcare Representative,4,Married,3507,12323,6,No,17,3,1,0,2,4,3,2,0,0,1,Yes
44,Travel_Rarely,417,Research & Development,6,3,Marketing,2,Male,66,3,2,Healthcare Representative,3,Divorced,1009,25572,4,Yes,13,4,3,2,4,3,3,4,4,2,3,Yes
49,Travel_Rarely,739,Research & Development,1,3,Life Sciences,3,Female,30,3,1,Research Director,4,Single,2605,14002,0,No,12,3,2,1,1,3,3,1,1,4,12,No
27,Travel_Rarely,178,Research & Development,6,3,Life Sciences,4,Female,48,4,2,Healthcare Representative,2,Single,9100,12738,1,No,11,3,3,1,7,3,3,7,7,0,1,No
20,Travel_Rarely,197,Research & Development,15,2,Medical,4,Male,44,3,2,Research Scientist,4,Single,10894,25642,0,Yes,20,3,3,1,4,3,3,4,1,3,2,No
44,Travel_Rarely,1388,Research & Development,26,2,Life Sciences,2,Female,30,3,2,Healthcare Representative,4,Divorced,10543,13780,1,No,11,3,4,1,0,6,3,0,0,0,5,No
52,Travel_Rarely,920,Research & Development,1,3,Life Sciences,4,Male,60,3,3,Laboratory Technician,2,Married,9227,16065,4,No,13,3,3,0,1,0,3,1,0,3,4,No
48,Travel_Rarely,838,Research & Development,8,3,Life Sciences,3,Male,81,4,4,Research Director,3,Married,3464,5108,3,No,11,3,2,1,4,2,2,4,1,0,7,No
32,Travel_Rarely,851,Research & Development,7,5,Life Sciences,4,Male,72,4,3,Laboratory Technician,1,Single,2956,22460,7,Yes,15,3,1,1,15,2,3,15,15,0,2,No
33,Travel_Rarely,306,Sales,19,3,Technical Degree,3,Male,75,4,4,Sales Executive,2,Married,1066,6268,3,Yes,13,3,3,1,5,4,2,5,1,0,1,Yes
30,Travel_Rarely,1413,Research & Development,12,5,Life Sciences,4,Female,79,2,4,Research Scientist,3,Divorced,4750,26978,0,No,15,3,3,0,8,5,3,8,6,4,3,No
52,Travel_Rarely,1388,Research & Development,29,2,Life Sciences,4,Male,49,3,4,Manufacturing Director,2,Divorced,6761,5198,2,No,11,4,3,0,2,4,4,2,1,1,1,Yes
28,Travel_Rarely,1037,Sales,28,1,Medical,4,Female,91,3,1,Sales Representative,3,Married,3476,21415,4,No,13,3,3,0,5,3,3,5,4,1,0,Yes
38,Travel_Rarely,756,Research & Development,2,3,Technical Degree,1,Female,72,3,2,Healthcare Representative,2,Single,7793,16111,3,No,11,3,4,0,4,5,2,4,0,4,3,Yes
28,Travel_Frequently,416,Sales,11,4,Life Sciences,3,Female,34,2,1,Manager,4,Single,8455,11999,3,Yes,11,4,4,0,7,1,2,7,5,0,0,No
47,Travel_Frequently,1494,Research & Development,6,3,Life Sciences,3,Female,95,4,2,Research Scientist,2,Single,5076,14157,2,No,13,3,1,1,0,3,2,0,0,1,0,Yes
52,Travel_Rarely,1377,Research & Development,2,2,Life Sciences,1,Female,41,3,4,Research Director,4,Single,2479,17908,6,Yes,15,3,4,0,4,5,2,4,0,2,0,Yes
39,Travel_Rarely,1458,Sales,1,2,Marketing,2,Male,86,3,1,Sales Representative,1,Single,10642,19190,2,Yes,14,3,1,0,2,4,3,2,0,1,4,No
55,Travel_Rarely,845,Research & Development,1,3,Medical,4,Male,89,3,3,Laboratory Technician,2,Single,6605,19428,2,No,20,3,3,1,2,2,3,2,2,0,2,No
48,Travel_Rarely,396,Research & Development,14,3,Technical Degree,3,Male,84,3,3,Laboratory Technician,3,Married,12323,19913,1,Yes,11,3,3,0,22,3,2,22,20,2,2,No
31,Travel_Rarely,932,Research & Development,3,3,Human Resources,2,Male,100,3,1,Research Director,3,Divorced,6777,6659,2,No,13,3,4,1,1,2,2,1,0,1,1,Yes
41,Travel_Rarely,743,Sales,17,4,Technical Degree,3,Female,95,3,1,Sales Representative,3,Married,6986,3632,2,No,11,4,2,1,2,1,3,2,2,0,1,No
49,Travel_Rarely,386,Sales,8,3,Medical,1,Male,56,3,2,Sales Executive,3,Divorced,3606,12898,2,Yes,14,3,4,0,4,3,3,4,0,0,1,No
53,Travel_Rarely,1442,Research & Development,10,4,Medical,3,Female,57,2,1,Research Director,4,Married,5229,15319,3,No,12,3,2,0,13,2,3,13,12,0,0,No
49,Travel_Frequently,613,Human Resources,3,3,Life Sciences,3,Female,66,3,2,Manager,2,Single,1823,26415,1,No,12,3,2,1,3,1,2,3,3,1,4,Yes
32,Travel_Rarely,1109,Research & Development,5,3,Other,2,Male,48,2,2,Healthcare Representative,4,Married,2469,20646,3,No,12,3,2,0,9,3,3,9,6,0,0,No
60,Travel_Frequently,130,Sales,4,5,Life Sciences,4,Male,80,1,2,Manager,3,Single,8723,20678,1,Yes,16,3,3,2,13,3,3,13,11,0,2,No
52,Travel_Rarely,1419,Research & Development,2,3,Life Sciences,1,Male,42,3,1,Research Director,3,Married,5652,20148,5,No,16,3,1,1,2,0,2,2,0,3,2,No
20,Travel_Rarely,1132,Research & Development,16,3,Medical,4,Male,74,3,2,Research Director,3,Married,5232,14955,2,No,11,3,2,0,3,0,2,3,2,3,1,Yes
33,Non-Travel,643,Research & Development,8,4,Life Sciences,4,Female,35,4,1,Research Scientist,4,Divorced,4278,21842,3,No,14,3,2,1,3,4,3,3,0,3,0,No
22,Non-Travel,316,Sales,1,1,Medical,1,Female,30,3,4,Sales Executive,3,Single,5343,20593,2,No,11,3,2,1,12,1,3,12,10,2,4,No
38,Travel_Rarely,728,Research & Development,15,3,Medical,4,Male,54,3,2,Research Director,4,Single,9899,10510,3,No,11,3,1,0,0,3,2,0,0,1,3,No
27,Travel_Rarely,316,Research & Development,1,1,Medical,3,Female,55,2,4,Laboratory Technician,1,Divorced,6932,2940,3,Yes,16,3,2,0,2,5,3,2,0,1,6,Yes
36,Travel_Rarely,1289,Human Resources,4,2,Technical Degree,3,Female,42,2,3,Human Resources,3,Single,2959,25179,4,No,11,3,3,1,7,3,2,7,6,6,1,No
42,Travel_Rarely,1295,Research & Development,7,1,Life Sciences,2,Female,48,3,3,Research Scientist,2,Married,9591,17305,2,Yes,12,3,3,2,5,1,3,5,3,4,6,No
21,Travel_Frequently,322,Research & Development,1,1,Medical,3,Male,39,4,2,Laboratory Technician,3,Married,11675,16676,1,No,15,4,2,0,4,3,3,4,0,2,1,No
46,Non-Travel,1125,Human Resources,9,3,Medical,4,Female,74,1,1,Human Resources,3,Divorced,7984,23913,3,No,14,3,3,1,5,3,3,5,5,1,0,No
36,Travel_Rarely,1385,Sales,9,4,Medical,2,Male,100,3,2,Sales Executive,3,Divorced,9173,6163,2,No,20,3,2,0,1,4,3,1,0,2,0,No
60,Travel_Rarely,362,Human Resources,9,3,Marketing,2,Male,44,2,1,Human Resources,3,Divorced,10162,21434,2,Yes,11,3,2,1,3,3,4,3,1,0,0,No
19,Travel_Rarely,1125,Research & Development,1,3,Life Sciences,2,Female,60,3,4,Laboratory Technician,2,Single,1530,22865,4,No,19,3,4,1,4,0,1,4,4,6,4,Yes
27,Travel_Rarely,667,Sales,2,3,Medical,3,Female,37,3,2,Sales Representative,3,Divorced,12092,26125,2,No,17,3,3,1,16,1,3,16,13,1,1,No
60,Non-Travel,902,Research & Development,2,4,Life Sciences,4,Male,59,2,5,Manufacturing Director,3,Married,9796,9005,3,No,18,4,4,1,2,2,3,2,2,1,3,No
42,Travel_Frequently,1380,Research & Development,28,4,Human Resources,3,Female,30,3,3,Manufacturing Director,2,Married,7966,11869,4,No,13,3,2,0,14,3,3,14,14,0,1,No
37,Travel_Rarely,1403,Sales,1,4,Life Sciences,2,Female,45,4,1,Sales Executive,2,Single,6123,25226,4,Yes,11,3,4,1,7,3,3,7,7,0,1,Yes
36,Travel_Rarely,747,Research & Development,5,4,Marketing,3,Male,40,3,3,Laboratory Technician,4,Married,2488,19448,4,No,15,3,4,0,0,0,4,0,0,0,8,No
40,Travel_Rarely,1149,Research & Development,18,2,Life Sciences,3,Male,56,3,2,Laboratory Technician,4,Divorced,5505,26163,3,No,11,3,4,1,9,4,3,9,8,0,2,No
41,Travel_Rarely,1090,Research & Development,13,3,Life Sciences,1,Male,69,2,1,Manufacturing Director,2,Divorced,7845,19694,2,No,11,3,4,2,0,3,2,0,0,1,3,Yes
28,Travel_Frequently,1093,Sales,15,3,Medical,3,Male,73,4,1,Sales Representative,2,Married,3186,23584,1,No,15,3,1,1,40,4,3,40,39,0,0,No
51,Travel_Rarely,730,Research & Development,29,3,Technical Degree,1,Female,99,3,4,Research Scientist,2,Single,6290,24031,2,No,19,3,1,0,14,3,4,14,11,7,0,No
45,Travel_Rarely,579,Human Resources,4,3,Medical,4,Female,86,3,2,Human Resources,4,Married,2949,25719,3,No,11,3,3,1,2,3,3,2,0,1,2,No
22,Travel_Rarely,483,Human Resources,3,1,Human Resources,3,Male,77,2,3,Human Resources,4,Divorced,5346,15006,2,Yes,20,4,3,1,2,3,3,2,0,0,7,No
22,Travel_Frequently,920,Research & Development,1,1,Medical,4,Male,69,4,2,Research Director,1,Married,2442,21189,6,No,11,3,4,3,3,3,4,3,0,1,1,Yes
38,Travel_Rarely,475,Sales,1,4,Medical,4,Male,68,3,2,Manager,4,Married,2126,11572,3,No,13,3,1,0,3,4,4,3,0,0,3,No
29,Travel_Frequently,654,Research & Development,7,3,Life Sciences,4,Female,32,1,2,Research Director,1,Single,7520,2151,4,Yes,13,3,4,1,3,3,4,3,0,4,8,No
21,Travel_Frequently,863,Sales,1,2,Technical Degree,1,Male,84,1,2,Sales Representative,2,Married,4760,11970,4,No,13,3,1,0,2,2,3,2,0,1,10,No
59,Non-Travel,1448,Sales,11,2,Life Sciences,4,Female,30,4,1,Manager,4,Married,5042,8963,1,No,14,3,2,1,6,3,3,6,5,0,17,No
37,Travel_Rarely,1214,Research & Development,1,3,Technical Degree,4,Male,52,3,2,Healthcare Representative,4,Divorced,4599,18265,5,No,15,3,4,0,1,2,3,1,0,0,5,Yes
55,Travel_Rarely,193,Research & Development,2,3,Technical Degree,4,Male,96,2,3,Laboratory Technician,4,Married,14669,3398,2,No,20,4,1,0,13,4,2,13,9,0,0,No
42,Travel_Rarely,478,Research & Development,10,3,Human Resources,1,Male,91,3,1,Healthcare Representative,3,Single,8322,20108,4,No,14,3,2,0,11,0,3,11,7,1,8,Yes
31,Travel_Rarely,1206,Research & Development,2,1,Medical,2,Female,63,3,5,Manufacturing Director,2,Married,8644,22558,2,Yes,11,3,1,0,4,0,3,4,0,1,8,Yes
28,Travel_Rarely,704,Research & Development,11,2,Medical,4,Female,46,3,1,Laboratory Technician,4,Single,4173,22781,5,No,11,3,4,0,13,1,4,13,11,1,3,No
49,Travel_Rarely,201,Sales,29,3,Marketing,2,Female,77,3,2,Sales Executive,3,Divorced,8014,8097,0,No,16,3,4,1,1,2,3,1,0,2,0,No
28,Travel_Rarely,1248,Human Resources,14,3,Life Sciences,1,Male,82,3,1,Human Resources,2,Married,5816,18890,6,No,18,3,4,1,0,0,2,0,0,3,2,No
35,Travel_Frequently,901,Research & Development,3,1,Medical,2,Female,90,2,1,Research Director,3,Married,4149,20096,2,No,12,3,3,1,6,1,3,6,2,1,0,No
44,Travel_Rarely,124,Research & Development,20,3,Life Sciences,4,Female,40,2,4,Manufacturing Director,4,Married,12287,23649,0,Yes,18,3,2,1,4,2,3,4,1,2,2,No
35,Travel_Rarely,757,Sales,1,3,Medical,3,Male,44,2,3,Manager,4,Married,8218,7230,5,No,23,3,1,2,5,1,4,5,3,0,5,No
40,Travel_Frequently,871,Research & Development,11,4,Life Sciences,4,Male,40,1,3,Research Scientist,3,Married,8067,4871,4,No,20,3,2,1,16,4,1,16,12,1,4,No
28,Travel_Frequently,620,Research & Development,1,2,Life Sciences,2,Female,36,1,4,Healthcare Representative,4,Married,3584,2833,4,No,12,4,3,0,24,0,3,24,23,0,6,No
38,Travel_Frequently,1402,Sales,1,4,Life Sciences,2,Female,76,4,3,Manager,1,Single,2689,23377,4,No,19,4,3,1,7,4,3,7,7,0,2,No
22,Travel_Frequently,1220,Sales,29,5,Medical,3,Female,37,4,3,Sales Representative,3,Single,6327,17877,3,No,18,3,2,1,10,4,4,10,10,1,2,No
40,Non-Travel,1020,Research & Development,4,4,Medical,3,Female,34,2,4,Healthcare Representative,4,Single,4779,19396,1,No,15,3,1,1,0,2,3,0,0,2,10,No
58,Travel_Rarely,478,Research & Development,15,4,Life Sciences,3,Male,95,3,2,Healthcare Representative,1,Married,8337,9679,3,No,18,3,2,1,1,1,3,1,0,0,3,Yes
42,Travel_Rarely,1150,Sales,4,3,Medical,2,Male,92,3,2,Sales Representative,4,Single,8537,15847,1,No,18,3,2,1,9,1,4,9,5,0,5,No
58,Travel_Rarely,392,Human Resources,16,2,Life Sciences,2,Male,50,1,3,Human Resources,4,Married,6696,7715,3,No,19,3,1,1,3,3,3,3,3,10,4,No
27,Travel_Rarely,1352,Sales,29,3,Medical,2,Female,100,2,1,Manager,2,Divorced,8983,26285,3,No,17,3,1,1,4,3,2,4,4,0,4,No
39,Travel_Rarely,1298,Research & Development,5,3,Medical,3,Female,41,3,4,Research Scientist,4,Divorced,7079,14461,1,No,18,3,1,1,2,2,2,2,0,0,9,Yes
36,Travel_Rarely,1413,Human Resources,7,3,Medical,2,Male,40,3,1,Human Resources,3,Married,3884,24810,0,No,11,3,4,0,6,2,3,6,2,0,1,No
18,Travel_Rarely,1194,Research & Development,8,3,Marketing,1,Male,83,3,4,Research Scientist,3,Married,5905,3597,4,Yes,14,4,2,1,1,3,3,1,0,2,2,No
24,Travel_Rarely,1406,Research & Development,24,3,Life Sciences,1,Female,39,3,2,Research Director,4,Single,6907,21705,4,No,12,3,4,1,6,2,3,6,3,1,1,No
21,Travel_Rarely,964,Research & Development,2,5,Marketing,3,Female,45,1,2,Healthcare Representative,2,Married,9286,2921,2,Yes,19,3,3,1,1,5,3,1,0,0,5,Yes
18,Non-Travel,443,Sales,8,2,Medical,4,Male,44,3,1,Sales Representative,4,Divorced,7174,21709,3,No,11,3,3,3,0,3,4,0,0,2,8,No
32,Travel_Rarely,971,Human Resources,3,2,Medical,3,Male,87,2,4,Human Resources,2,Single,4785,17183,1,No,11,3,1,0,2,2,3,2,0,1,1,No
57,Travel_Frequently,1458,Research & Development,2,3,Medical,1,Male,33,3,1,Laboratory Technician,4,Married,9398,21351,2,No,11,3,3,1,1,1,3,1,0,1,0,No
29,Travel_Rarely,1467,Research & Development,1,2,Life Sciences,3,Female,51,3,3,Research Director,3,Divorced,7642,11903,4,No,14,4,2,2,15,3,1,15,15,11,2,No
39,Non-Travel,418,Sales,8,3,Medical,3,Female,64,3,3,Manager,1,Divorced,11137,15449,3,Yes,11,3,1,1,0,2,3,0,0,0,16,No
39,Travel_Frequently,1432,Sales,19,1,Medical,3,Female,43,3,2,Sales Executive,3,Single,6761,24330,2,No,11,4,4,1,1,2,2,1,0,5,0,Yes
34,Travel_Rarely,1298,Sales,3,3,Life Sciences,2,Female,60,2,5,Manager,2,Married,3388,11970,0,No,17,3,3,1,5,2,3,5,4,4,2,Yes
46,Travel_Rarely,645,Research & Development,7,3,Life Sciences,3,Female,99,3,1,Research Scientist,1,Single,10030,16041,3,No,11,3,2,1,4,2,3,4,2,1,1,Yes
31,Travel_Rarely,1325,Research & Development,9,1,Life Sciences,3,Female,40,4,2,Healthcare Representative,1,Single,4769,7726,5,Yes,19,3,3,1,0,3,2,0,0,4,10,No
37,Non-Travel,176,Research & Development,4,2,Human Resources,2,Male,65,4,2,Laboratory Technician,4,Divorced,7386,10980,1,No,11,4,2,2,0,2,3,0,0,2,3,No
50,Travel_Frequently,877,Research & Development,21,3,Marketing,1,Male,53,3,1,Research Director,4,Divorced,7057,21757,3,No,11,4,4,0,30,3,3,30,26,4,3,No
60,Travel_Frequently,318,Human Resources,4,3,Life Sciences,3,Female,69,2,1,Manager,4,Married,6636,22494,2,No,11,3,3,1,7,2,3,7,6,1,0,No
32,Travel_Rarely,734,Sales,1,3,Life Sciences,3,Male,71,4,3,Sales Representative,4,Single,5990,20546,2,No,11,3,1,0,3,3,3,3,0,0,4,No
29,Travel_Rarely,633,Research & Development,1,3,Medical,4,Female,50,3,4,Manufacturing Director,4,Divorced,1543,18468,2,No,11,3,2,1,4,3,4,4,0,1,1,No
57,Travel_Frequently,550,Research & Development,19,3,Technical Degree,3,Male,80,2,1,Manufacturing Director,1,Married,3493,24102,2,No,14,3,3,1,2,3,3,2,2,0,2,No
37,Travel_Rarely,1132,Research & Development,29,3,Life Sciences,4,Female,84,3,1,Research Director,4,Married,9866,18376,3,No,15,3,3,0,2,3,3,2,0,0,3,No
47,Travel_Rarely,990,Research & Development,3,1,Life Sciences,1,Male,33,2,5,Research Director,4,Married,7786,7617,3,No,20,3,3,1,7,2,3,7,3,2,3,No
55,Travel_Rarely,494,Research & Development,1,4,Technical Degree,4,Male,91,3,1,Research Scientist,1,Single,12227,11532,3,Yes,13,4,4,0,15,5,3,15,11,6,6,No
20,Non-Travel,1272,Research & Development,5,1,Life Sciences,3,Female,54,3,2,Manufacturing Director,3,Married,3386,10685,3,No,16,3,3,1,1,3,3,1,0,1,1,No
45,Travel_Rarely,417,Sales,11,4,Life Sciences,3,Female,99,4,2,Sales Representative,3,Married,6408,17915,0,No,11,3,2,1,12,2,3,12,9,3,1,No
43,Travel_Rarely,555,Sales,8,3,Human Resources,1,Male,43,3,2,Manager,4,Single,9989,21085,1,No,11,3,4,0,0,2,3,0,0,0,6,No
47,Travel_Rarely,1312,Human Resources,27,3,Medical,1,Male,70,3,3,Human Resources,4,Single,4802,17485,1,Yes,20,3,1,0,1,0,1,1,0,2,5,Yes
30,Travel_Frequently,1450,Research & Development,15,3,Life Sciences,3,Female,86,3,4,Research Director,4,Single,5043,2381,0,No,20,4,3,1,0,3,4,0,0,2,1,No
30,Travel_Rarely,914,Research & Development,18,4,Life Sciences,1,Male,67,3,2,Research Director,1,Single,5619,17890,2,Yes,21,3,4,1,1,2,3,1,1,0,0,No
19,Travel_Rarely,419,Research & Development,7,5,Life Sciences,1,Female,91,4,3,Research Scientist,1,Married,5163,19881,3,No,14,4,3,0,17,5,3,17,17,0,4,Yes
54,Travel_Rarely,495,Sales,3,3,Life Sciences,2,Female,70,2,3,Manager,4,Divorced,8095,6626,2,Yes,11,4,3,1,4,2,3,4,2,3,0,No
55,Travel_Frequently,480,Sales,10,2,Technical Degree,1,Male,74,3,2,Sales Representative,1,Single,1159,12463,3,No,11,4,1,0,0,3,2,0,0,1,12,Yes
19,Non-Travel,806,Research & Development,5,4,Medical,3,Female,45,3,1,Research Director,3,Single,11428,2534,2,Yes,13,3,4,1,22,3,3,22,19,1,3,No
53,Travel_Frequently,895,Research & Development,3,1,Marketing,3,Male,48,3,3,Healthcare Representative,3,Married,3621,24090,1,Yes,12,3,2,1,14,4,3,14,10,5,7,No
43,Travel_Rarely,1143,Sales,1,4,Technical Degree,2,Male,66,3,2,Manager,4,Divorced,1009,6979,2,No,15,3,4,0,9,1,3,9,8,10,6,No
28,Non-Travel,928,Research & Development,6,3,Life Sciences,3,Female,90,1,1,Research Director,2,Married,6469,23570,1,No,18,3,2,0,18,6,2,18,17,3,3,No
25,Travel_Rarely,250,Sales,8,4,Life Sciences,4,Male,55,3,4,Sales Executive,1,Married,5367,3362,2,Yes,11,3,1,1,1,4,2,1,0,3,2,No
57,Travel_Rarely,659,Research & Development,7,4,Medical,4,Female,93,3,3,Research Scientist,3,Married,5966,25697,3,No,22,3,2,0,12,5,3,12,12,0,2,No
60,Travel_Rarely,1137,Sales,1,1,Technical Degree,3,Female,42,2,5,Sales Executive,3,Single,7437,8958,5,No,15,3,2,0,8,4,2,8,5,0,6,No
39,Travel_Rarely,843,Research & Development,7,3,Technical Degree,3,Female,63,2,1,Research Director,2,Single,8434,25485,1,No,20,3,4,1,14,4,3,14,12,8,4,No
37,Travel_Frequently,563,Research & Development,1,2,Life Sciences,2,Male,52,2,3,Manufacturing Director,4,Married,11559,16659,3,No,16,3,4,1,11,3,2,11,10,2,0,No
25,Travel_Rarely,1285,Research & Development,9,1,Marketing,3,Female,49,3,2,Healthcare Representative,4,Married,4429,2279,6,No,23,3,3,0,2,4,3,2,1,2,3,No
46,Travel_Rarely,1078,Sales,5,3,Medical,4,Male,83,3,5,Sales Representative,4,Married,8822,22735,4,No,11,3,1,1,10,3,3,10,9,0,2,No
57,Travel_Rarely,796,Sales,17,1,Technical Degree,3,Female,87,4,4,Sales Representative,1,Married,8626,18442,0,No,12,3,2,1,2,3,4,2,0,4,0,No
43,Travel_Rarely,668,Research & Development,13,4,Life Sciences,2,Female,88,3,5,Research Director,4,Married,1009,12734,4,Yes,12,3,3,1,2,3,3,2,0,0,1,No
47,Travel_Rarely,367,Research & Development,11,5,Medical,3,Female,49,3,5,Manufacturing Director,4,Single,4000,5637,1,No,15,3,1,1,0,6,3,0,0,0,1,No
34,Travel_Rarely,648,Research & Development,10,3,Technical Degree,4,Male,68,3,1,Manufacturing Director,3,Married,2639,11765,4,No,15,3,4,3,19,1,2,19,15,0,7,No
37,Travel_Rarely,181,Sales,7,2,Medical,4,Male,61,3,3,Manager,1,Single,7843,6980,1,No,16,3,1,1,2,4,3,2,2,2,0,No
33,Travel_Rarely,619,Research & Development,1,4,Medical,4,Female,70,3,2,Manufacturing Director,4,Single,7513,6734,4,No,15,3,3,0,5,2,4,5,4,2,1,No
60,Travel_Rarely,1193,Research & Development,9,4,Life Sciences,2,Female,98,3,3,Manufacturing Director,3,Married,7573,3238,2,No,17,3,4,0,3,2,1,3,2,1,4,No
24,Travel_Frequently,803,Research & Development,5,4,Life Sciences,2,Male,97,2,5,Research Scientist,4,Divorced,5583,22642,2,No,13,4,3,0,22,1,2,22,18,0,9,No
33,Travel_Rarely,345,Sales,5,3,Life Sciences,4,Male,50,4,1,Sales Executive,1,Divorced,5885,2728,4,No,16,3,4,0,2,2,2,2,1,4,1,Yes
